ref,position,strand,diff,height,from,decide,comment
NC_009648.1,2835555,+,144,146,tex_lcd_kf_01,,
NC_009648.1,2837208,-,12,20,tex_hcd_kf_09,m,
NC_009648.1,2838980,-,26,26,tex_hcd_kf_09,y,
NC_009648.1,2839136,-,22,54,tex_hcd_kf_09,n,
NC_009648.1,2839195,-,23,28,tex_hcd_kf_10,m,
NC_009648.1,2839196,-,20,32,tex_hcd_kf_09,,
NC_009648.1,2840131,-,14,21,tex_hcd_kf_09,n,
NC_009648.1,2840249,-,73,81,tex_hcd_kf_10,y,
NC_009648.1,2840249,-,294,295,tex_hcd_kf_09,,
NC_009648.1,2840249,-,25,35,tex_lcd_kf_01,,
NC_009648.1,2840249,-,32,41,tex_lcd_kf_02,,
NC_009648.1,2841408,-,82,82,tex_hcd_kf_09,y,
NC_009648.1,2841408,-,22,22,tex_hcd_kf_10,,
NC_009648.1,2843402,-,33,35,tex_lcd_kf_01,y,
NC_009648.1,2843597,-,33,34,tex_hcd_kf_09,y,sRNA
NC_009648.1,2843597,-,33,33,tex_hcd_kf_10,,
NC_009648.1,2843597,-,74,75,tex_lcd_kf_01,,
NC_009648.1,2843597,-,88,88,tex_lcd_kf_02,,
NC_009648.1,2843676,+,110,112,tex_hcd_kf_09,,
NC_009648.1,2843677,+,110,112,tex_hcd_kf_09,y,
NC_009648.1,2843677,+,91,93,tex_hcd_kf_10,,
NC_009648.1,2843677,+,95,96,tex_lcd_kf_01,,
NC_009648.1,2843677,+,111,111,tex_lcd_kf_02,,
NC_009648.1,2846758,-,39,39,tex_hcd_kf_09,y,
NC_009648.1,2846758,-,91,91,tex_hcd_kf_10,,
NC_009648.1,2846758,-,899,901,tex_lcd_kf_01,,
NC_009648.1,2846758,-,1166,1169,tex_lcd_kf_02,,
NC_009648.1,2848570,+,33,34,tex_hcd_kf_09,y,sRNA
NC_009648.1,2848570,+,40,40,tex_hcd_kf_10,,
NC_009648.1,2848570,+,35,36,tex_lcd_kf_01,,
NC_009648.1,2848570,+,42,42,tex_lcd_kf_02,,
NC_009648.1,2848582,-,18,34,tex_hcd_kf_10,y,
NC_009648.1,2848582,-,224,229,tex_lcd_kf_01,,
NC_009648.1,2848582,-,203,213,tex_lcd_kf_02,,
NC_009648.1,2848658,-,336,337,tex_hcd_kf_10,,
NC_009648.1,2848660,-,252,253,tex_hcd_kf_09,y,2nd start?
NC_009648.1,2848784,+,20,23,tex_hcd_kf_09,m,
NC_009648.1,2848784,+,11,16,tex_hcd_kf_10,,
NC_009648.1,2849300,+,17,17,tex_hcd_kf_09,y,as
NC_009648.1,2849300,+,12,12,tex_hcd_kf_10,,
NC_009648.1,2849300,+,14,16,tex_lcd_kf_01,,
NC_009648.1,2849300,+,17,17,tex_lcd_kf_02,,
NC_009648.1,2849636,-,14,24,tex_hcd_kf_10,y,
NC_009648.1,2849636,-,13,21,tex_lcd_kf_01,,
NC_009648.1,2849636,-,15,22,tex_lcd_kf_02,,
NC_009648.1,2850953,+,14,17,tex_hcd_kf_09,y,
NC_009648.1,2850953,+,40,40,tex_lcd_kf_01,,
NC_009648.1,2850953,+,30,34,tex_lcd_kf_02,,
NC_009648.1,2855978,+,20,20,tex_lcd_kf_01,y,
NC_009648.1,2855978,+,32,32,tex_lcd_kf_02,,
NC_009648.1,2857496,-,24,44,tex_hcd_kf_09,n,
NC_009648.1,2857496,-,26,76,tex_hcd_kf_10,,
NC_009648.1,2857497,-,25,92,tex_lcd_kf_01,,
NC_009648.1,2857508,-,19,23,tex_hcd_kf_09,y,
NC_009648.1,2857508,-,50,56,tex_hcd_kf_10,,
NC_009648.1,2857508,-,67,67,tex_lcd_kf_01,,
NC_009648.1,2857508,-,59,61,tex_lcd_kf_02,,
NC_009648.1,2857595,+,44,44,tex_hcd_kf_09,y,
NC_009648.1,2857595,+,61,62,tex_hcd_kf_10,,
NC_009648.1,2857595,+,133,135,tex_lcd_kf_01,,
NC_009648.1,2857595,+,130,132,tex_lcd_kf_02,,
NC_009648.1,2857758,+,16,27,tex_lcd_kf_02,n,
NC_009648.1,2858587,+,14,15,tex_hcd_kf_10,n,
NC_009648.1,2859510,-,12,12,tex_hcd_kf_09,y,
NC_009648.1,2859510,-,13,14,tex_hcd_kf_10,,
NC_009648.1,2859640,+,80,80,tex_hcd_kf_09,y,
NC_009648.1,2859640,+,46,46,tex_hcd_kf_10,,
NC_009648.1,2859640,+,28,29,tex_lcd_kf_01,,
NC_009648.1,2859640,+,47,47,tex_lcd_kf_02,,
NC_009648.1,2862255,+,21,21,tex_hcd_kf_10,y,
NC_009648.1,2862255,+,87,89,tex_lcd_kf_01,,
NC_009648.1,2862255,+,89,89,tex_lcd_kf_02,,
NC_009648.1,2863244,+,1233,1236,tex_hcd_kf_09,y,sRNA
NC_009648.1,2863244,+,1574,1586,tex_hcd_kf_10,,
NC_009648.1,2863244,+,1557,1572,tex_lcd_kf_01,,
NC_009648.1,2863244,+,1918,1946,tex_lcd_kf_02,,
NC_009648.1,2863356,+,1149,1159,tex_hcd_kf_09,y,
NC_009648.1,2863356,+,1539,1551,tex_hcd_kf_10,,
NC_009648.1,2863356,+,222,230,tex_lcd_kf_01,,
NC_009648.1,2863356,+,342,352,tex_lcd_kf_02,,
NC_009648.1,2863516,+,14,41,tex_hcd_kf_09,n,
NC_009648.1,2863960,+,15,23,tex_hcd_kf_10,y,3'
NC_009648.1,2863960,+,15,17,tex_lcd_kf_01,,
NC_009648.1,2863960,+,12,14,tex_lcd_kf_02,,
NC_009648.1,2864092,+,71,71,tex_hcd_kf_09,y,
NC_009648.1,2864092,+,48,49,tex_hcd_kf_10,,
NC_009648.1,2864092,+,30,32,tex_lcd_kf_01,,
NC_009648.1,2864092,+,49,49,tex_lcd_kf_02,,
NC_009648.1,2864103,+,15,87,tex_hcd_kf_09,n,
NC_009648.1,2865754,+,47,48,tex_hcd_kf_09,y,
NC_009648.1,2865754,+,54,55,tex_hcd_kf_10,,
NC_009648.1,2865754,+,60,61,tex_lcd_kf_01,,
NC_009648.1,2865754,+,40,41,tex_lcd_kf_02,,
NC_009648.1,2866460,-,11,11,tex_hcd_kf_10,m,
NC_009648.1,2866460,-,10,10,tex_hcd_kf_09,,
NC_009648.1,2866460,-,11,11,tex_lcd_kf_02,,
NC_009648.1,2867663,-,24,24,tex_hcd_kf_09,y,
NC_009648.1,2867663,-,21,21,tex_hcd_kf_10,,
NC_009648.1,2867663,-,18,18,tex_lcd_kf_01,,
NC_009648.1,2867663,-,18,18,tex_lcd_kf_02,,
NC_009648.1,2871184,+,17,17,tex_hcd_kf_09,y,as
NC_009648.1,2871184,+,34,41,tex_hcd_kf_10,,
NC_009648.1,2871708,-,12,24,tex_hcd_kf_09,n,
NC_009648.1,2871708,-,17,32,tex_hcd_kf_10,,
NC_009648.1,2871714,-,36,39,tex_lcd_kf_01,y,
NC_009648.1,2871714,-,33,35,tex_lcd_kf_02,,
NC_009648.1,2871770,+,19,19,tex_lcd_kf_01,y,sRNA
NC_009648.1,2871770,+,26,26,tex_lcd_kf_02,,
NC_009648.1,2871839,-,69,268,tex_hcd_kf_09,n,
NC_009648.1,2871839,-,109,210,tex_hcd_kf_10,n,
NC_009648.1,2871839,-,390,428,tex_lcd_kf_01,n,
NC_009648.1,2871839,-,516,568,tex_lcd_kf_02,n,
NC_009648.1,2871905,-,101,101,tex_hcd_kf_10,y,sRNA?
NC_009648.1,2871905,-,30,31,tex_lcd_kf_01,,
NC_009648.1,2871905,-,32,34,tex_lcd_kf_02,,
NC_009648.1,2871907,-,196,196,tex_hcd_kf_09,,
NC_009648.1,2872789,-,26,29,tex_hcd_kf_09,y,internal
NC_009648.1,2872789,-,25,26,tex_hcd_kf_10,,
NC_009648.1,2873980,-,16,16,tex_lcd_kf_01,y,
NC_009648.1,2873980,-,20,20,tex_lcd_kf_02,,
NC_009648.1,2874045,+,16,19,tex_lcd_kf_01,y,
NC_009648.1,2874045,+,15,18,tex_lcd_kf_02,,
NC_009648.1,2875883,+,805,805,tex_hcd_kf_09,y,
NC_009648.1,2875883,+,997,997,tex_hcd_kf_10,,
NC_009648.1,2875883,+,5916,5916,tex_lcd_kf_01,,
NC_009648.1,2875883,+,6462,6463,tex_lcd_kf_02,,
NC_009648.1,2875908,+,93,899,tex_hcd_kf_09,n,
NC_009648.1,2876056,+,12,21,tex_hcd_kf_10,n,
NC_009648.1,2876056,+,25,92,tex_lcd_kf_01,n,
NC_009648.1,2876056,+,27,77,tex_lcd_kf_02,n,
NC_009648.1,2876082,+,23,104,tex_lcd_kf_01,n,
NC_009648.1,2876116,+,16,107,tex_lcd_kf_02,n,
NC_009648.1,2877224,-,114,121,tex_hcd_kf_09,y,
NC_009648.1,2877224,-,127,137,tex_hcd_kf_10,,
NC_009648.1,2877224,-,88,97,tex_lcd_kf_01,,
NC_009648.1,2877224,-,126,140,tex_lcd_kf_02,,
NC_009648.1,2879048,+,43,43,tex_hcd_kf_09,y,
NC_009648.1,2879048,+,58,60,tex_hcd_kf_10,,
NC_009648.1,2879048,+,70,70,tex_lcd_kf_01,,
NC_009648.1,2879048,+,63,63,tex_lcd_kf_02,,
NC_009648.1,2881081,+,85,85,tex_hcd_kf_09,y,sRNA
NC_009648.1,2881081,+,55,55,tex_lcd_kf_01,,
NC_009648.1,2881081,+,50,50,tex_lcd_kf_02,,
NC_009648.1,2881085,+,63,69,tex_hcd_kf_10,,
NC_009648.1,2881089,-,83,85,tex_hcd_kf_09,y,
NC_009648.1,2881089,-,156,157,tex_hcd_kf_10,,
NC_009648.1,2881089,-,239,241,tex_lcd_kf_01,,
NC_009648.1,2881089,-,286,287,tex_lcd_kf_02,,
NC_009648.1,2881227,+,249,249,tex_hcd_kf_09,y,
NC_009648.1,2881227,+,248,248,tex_hcd_kf_10,,
NC_009648.1,2881227,+,681,682,tex_lcd_kf_01,,
NC_009648.1,2881227,+,646,647,tex_lcd_kf_02,,
NC_009648.1,2881475,-,29,45,tex_hcd_kf_09,m,
NC_009648.1,2881475,-,23,42,tex_hcd_kf_10,,
NC_009648.1,2881475,-,11,20,tex_lcd_kf_01,,
NC_009648.1,2881475,-,30,42,tex_lcd_kf_02,,
NC_009648.1,2881489,-,16,16,tex_hcd_kf_09,n,
NC_009648.1,2881489,-,19,19,tex_hcd_kf_10,,
NC_009648.1,2881489,-,12,12,tex_lcd_kf_02,,
NC_009648.1,2883331,+,158,160,tex_hcd_kf_09,y,
NC_009648.1,2883331,+,272,278,tex_hcd_kf_10,,
NC_009648.1,2883331,+,1033,1035,tex_lcd_kf_01,,
NC_009648.1,2883331,+,1052,1056,tex_lcd_kf_02,,
NC_009648.1,2883338,+,38,198,tex_hcd_kf_09,n,
NC_009648.1,2883338,+,61,339,tex_hcd_kf_10,,
NC_009648.1,2883338,+,147,1182,tex_lcd_kf_01,,
NC_009648.1,2883338,+,178,1234,tex_lcd_kf_02,,
NC_009648.1,2883565,+,40,46,tex_hcd_kf_09,y,
NC_009648.1,2883565,+,40,44,tex_hcd_kf_10,,
NC_009648.1,2883565,+,38,43,tex_lcd_kf_01,,
NC_009648.1,2883565,+,30,38,tex_lcd_kf_02,,
NC_009648.1,2883571,+,18,64,tex_hcd_kf_09,n,
NC_009648.1,2883571,+,30,74,tex_hcd_kf_10,n,
NC_009648.1,2884830,-,16,24,tex_hcd_kf_09,y,sRNA
NC_009648.1,2884830,-,25,34,tex_hcd_kf_10,,
NC_009648.1,2884830,-,13,22,tex_lcd_kf_01,,
NC_009648.1,2884830,-,13,21,tex_lcd_kf_02,,
NC_009648.1,2884853,+,195,207,tex_hcd_kf_10,y,
NC_009648.1,2884853,+,306,310,tex_lcd_kf_01,,
NC_009648.1,2884853,+,187,197,tex_hcd_kf_09,,
NC_009648.1,2884853,+,330,336,tex_lcd_kf_02,,
NC_009648.1,2885868,-,15,78,tex_lcd_kf_02,n,
NC_009648.1,2885926,-,27,44,tex_hcd_kf_09,y,internal
NC_009648.1,2885926,-,43,52,tex_hcd_kf_10,,
NC_009648.1,2885929,-,59,64,tex_lcd_kf_01,,
NC_009648.1,2885929,-,59,60,tex_lcd_kf_02,,
NC_009648.1,2886049,-,10,39,tex_hcd_kf_09,n,
NC_009648.1,2886410,-,31,57,tex_hcd_kf_09,y,internal
NC_009648.1,2886410,-,23,32,tex_hcd_kf_10,,
NC_009648.1,2886410,-,15,17,tex_lcd_kf_01,,
NC_009648.1,2886567,-,28,62,tex_hcd_kf_09,y,internal
NC_009648.1,2886567,-,25,34,tex_hcd_kf_10,,
NC_009648.1,2886567,-,18,22,tex_lcd_kf_01,,
NC_009648.1,2886567,-,22,39,tex_lcd_kf_02,,
NC_009648.1,2887132,-,103,107,tex_hcd_kf_09,y,
NC_009648.1,2887132,-,42,47,tex_hcd_kf_10,,
NC_009648.1,2887132,-,84,84,tex_lcd_kf_02,,
NC_009648.1,2887132,-,57,59,tex_lcd_kf_01,,
NC_009648.1,2887285,+,25,25,tex_hcd_kf_10,y,
NC_009648.1,2887285,+,124,124,tex_lcd_kf_01,,
NC_009648.1,2887285,+,154,154,tex_lcd_kf_02,,
NC_009648.1,2887643,-,10,10,tex_lcd_kf_02,n,
NC_009648.1,2887660,+,11,11,tex_hcd_kf_09,m,
NC_009648.1,2887660,+,12,14,tex_lcd_kf_01,,
NC_009648.1,2887660,+,17,19,tex_lcd_kf_02,,
NC_009648.1,2890041,-,226,228,tex_hcd_kf_09,y,
NC_009648.1,2890041,-,304,304,tex_hcd_kf_10,,
NC_009648.1,2890041,-,127,129,tex_lcd_kf_01,,
NC_009648.1,2890041,-,108,108,tex_lcd_kf_02,,
NC_009648.1,2891811,-,53,60,tex_hcd_kf_09,,
NC_009648.1,2891812,-,91,94,tex_hcd_kf_10,y,
NC_009648.1,2891812,-,176,177,tex_lcd_kf_01,,
NC_009648.1,2891812,-,163,166,tex_lcd_kf_02,,
NC_009648.1,2893589,-,20,21,tex_hcd_kf_10,,
NC_009648.1,2893589,-,27,28,tex_lcd_kf_01,,
NC_009648.1,2893590,-,21,22,tex_hcd_kf_09,y,
NC_009648.1,2893590,-,27,28,tex_lcd_kf_01,,
NC_009648.1,2893590,-,27,28,tex_lcd_kf_02,,
NC_009648.1,2894729,-,97,97,tex_hcd_kf_09,y,
NC_009648.1,2894729,-,111,112,tex_hcd_kf_10,,
NC_009648.1,2894729,-,278,278,tex_lcd_kf_01,,
NC_009648.1,2894729,-,288,288,tex_lcd_kf_02,,
NC_009648.1,2894950,+,12,15,tex_lcd_kf_01,n,
NC_009648.1,2895013,-,15,79,tex_hcd_kf_09,n,
NC_009648.1,2895013,-,13,73,tex_hcd_kf_10,n,
NC_009648.1,2895048,-,17,167,tex_hcd_kf_09,n,
NC_009648.1,2895120,-,86,173,tex_hcd_kf_09,y,internal
NC_009648.1,2895120,-,82,166,tex_hcd_kf_10,,
NC_009648.1,2895120,-,68,160,tex_lcd_kf_01,,
NC_009648.1,2895120,-,62,143,tex_lcd_kf_02,,
NC_009648.1,2895162,-,14,88,tex_hcd_kf_09,n,
NC_009648.1,2895168,-,15,80,tex_hcd_kf_09,n,
NC_009648.1,2895168,-,29,108,tex_lcd_kf_01,n,
NC_009648.1,2895245,-,22,146,tex_hcd_kf_09,n,
NC_009648.1,2895245,-,17,139,tex_lcd_kf_02,n,
NC_009648.1,2895312,-,21,213,tex_hcd_kf_09,n,
NC_009648.1,2895312,-,41,267,tex_hcd_kf_10,n,
NC_009648.1,2895312,-,30,171,tex_lcd_kf_01,n,
NC_009648.1,2895312,-,27,113,tex_lcd_kf_02,n,
NC_009648.1,2895318,-,37,240,tex_hcd_kf_10,n,
NC_009648.1,2895318,-,19,143,tex_lcd_kf_01,n,
NC_009648.1,2895318,-,11,92,tex_lcd_kf_02,n,
NC_009648.1,2895351,-,23,187,tex_hcd_kf_09,n,
NC_009648.1,2895351,-,14,149,tex_lcd_kf_01,n,
NC_009648.1,2895381,-,78,191,tex_hcd_kf_09,n,
NC_009648.1,2895382,-,78,191,tex_hcd_kf_09,n,
NC_009648.1,2895382,-,86,213,tex_hcd_kf_10,n,
NC_009648.1,2895390,-,12,115,tex_hcd_kf_09,n,
NC_009648.1,2895390,-,17,129,tex_hcd_kf_10,n,
NC_009648.1,2895409,-,31,167,tex_lcd_kf_01,n,
NC_009648.1,2895471,-,35,181,tex_hcd_kf_09,n,
NC_009648.1,2895471,-,51,205,tex_hcd_kf_10,n,
NC_009648.1,2895471,-,34,138,tex_lcd_kf_01,n,
NC_009648.1,2895471,-,37,131,tex_lcd_kf_02,n,
NC_009648.1,2895529,-,33,250,tex_hcd_kf_10,n,
NC_009648.1,2895534,-,50,242,tex_hcd_kf_09,n,
NC_009648.1,2895547,-,25,215,tex_hcd_kf_10,n,
NC_009648.1,2895555,-,20,210,tex_hcd_kf_10,n,
NC_009648.1,2895570,-,57,188,tex_hcd_kf_09,n,
NC_009648.1,2895570,-,62,190,tex_hcd_kf_10,n,
NC_009648.1,2895570,-,37,109,tex_lcd_kf_02,n,
NC_009648.1,2895570,-,32,139,tex_lcd_kf_01,n,
NC_009648.1,2895582,-,25,180,tex_hcd_kf_09,n,
NC_009648.1,2895582,-,20,181,tex_hcd_kf_10,n,
NC_009648.1,2895582,-,15,136,tex_lcd_kf_01,n,
NC_009648.1,2895582,-,14,102,tex_lcd_kf_02,n,
NC_009648.1,2895625,-,29,252,tex_hcd_kf_09,n,
NC_009648.1,2895625,-,27,279,tex_hcd_kf_10,n,
NC_009648.1,2895650,-,39,275,tex_hcd_kf_10,n,
NC_009648.1,2895650,-,19,191,tex_lcd_kf_01,n,
NC_009648.1,2895650,-,36,245,tex_hcd_kf_09,n,
NC_009648.1,2895650,-,25,157,tex_lcd_kf_02,n,
NC_009648.1,2895675,-,61,214,tex_hcd_kf_09,n,
NC_009648.1,2895675,-,68,237,tex_hcd_kf_10,n,
NC_009648.1,2895675,-,36,189,tex_lcd_kf_01,n,
NC_009648.1,2895675,-,26,135,tex_lcd_kf_02,n,
NC_009648.1,2895693,-,49,187,tex_hcd_kf_09,n,
NC_009648.1,2895693,-,56,209,tex_hcd_kf_10,n,
NC_009648.1,2895693,-,46,194,tex_lcd_kf_01,n,
NC_009648.1,2895693,-,32,144,tex_lcd_kf_02,n,
NC_009648.1,2895784,-,51,334,tex_hcd_kf_10,n,
NC_009648.1,2895817,-,51,210,tex_hcd_kf_09,n,
NC_009648.1,2895822,-,64,225,tex_hcd_kf_10,n,
NC_009648.1,2895831,-,28,156,tex_hcd_kf_09,n,
NC_009648.1,2895831,-,26,162,tex_hcd_kf_10,n,
NC_009648.1,2895852,-,18,99,tex_hcd_kf_10,n,
NC_009648.1,2895853,-,25,118,tex_lcd_kf_01,n,
NC_009648.1,2895984,-,1436,1609,tex_hcd_kf_09,y,
NC_009648.1,2895984,-,2135,2375,tex_hcd_kf_10,,
NC_009648.1,2895984,-,2791,3026,tex_lcd_kf_01,,
NC_009648.1,2895984,-,2934,3167,tex_lcd_kf_02,,
NC_009648.1,2896000,-,46,171,tex_hcd_kf_09,n,
NC_009648.1,2896000,-,46,238,tex_hcd_kf_10,n,
NC_009648.1,2896000,-,31,232,tex_lcd_kf_01,n,
NC_009648.1,2896000,-,39,228,tex_lcd_kf_02,n,
NC_009648.1,2896014,-,21,126,tex_hcd_kf_09,n,
NC_009648.1,2896014,-,29,190,tex_hcd_kf_10,n,
NC_009648.1,2896014,-,21,189,tex_lcd_kf_02,n,
NC_009648.1,2896020,-,108,109,tex_hcd_kf_09,n,
NC_009648.1,2896020,-,172,172,tex_hcd_kf_10,n,
NC_009648.1,2896020,-,194,194,tex_lcd_kf_01,n,
NC_009648.1,2896020,-,173,173,tex_lcd_kf_02,n,
NC_009648.1,2896241,+,82,82,tex_hcd_kf_09,y,sRNA!
NC_009648.1,2896241,+,115,115,tex_hcd_kf_10,,
NC_009648.1,2896241,+,112,112,tex_lcd_kf_01,,
NC_009648.1,2896241,+,107,107,tex_lcd_kf_02,,
NC_009648.1,2896590,-,16,17,tex_hcd_kf_10,n,
NC_009648.1,2896609,+,17,25,tex_hcd_kf_09,y,
NC_009648.1,2896609,+,27,34,tex_hcd_kf_10,,
NC_009648.1,2896609,+,39,50,tex_lcd_kf_01,,
NC_009648.1,2896609,+,39,47,tex_lcd_kf_02,,
NC_009648.1,2897064,+,13,16,tex_hcd_kf_09,n,
NC_009648.1,2898902,+,38,43,tex_hcd_kf_09,y,internal
NC_009648.1,2898902,+,64,68,tex_hcd_kf_10,,
NC_009648.1,2898902,+,14,24,tex_lcd_kf_01,,
NC_009648.1,2898933,+,30,73,tex_hcd_kf_09,n,
NC_009648.1,2898933,+,28,99,tex_hcd_kf_10,,
NC_009648.1,2898933,+,32,50,tex_lcd_kf_01,,
NC_009648.1,2898933,+,28,51,tex_lcd_kf_02,,
NC_009648.1,2899155,+,47,54,tex_hcd_kf_09,y,
NC_009648.1,2899155,+,33,43,tex_hcd_kf_10,,
NC_009648.1,2899155,+,74,80,tex_lcd_kf_02,,
NC_009648.1,2899155,+,67,69,tex_lcd_kf_01,,
NC_009648.1,2899226,+,21,75,tex_hcd_kf_09,n,
NC_009648.1,2899226,+,30,66,tex_hcd_kf_10,,
NC_009648.1,2899291,-,16,21,tex_hcd_kf_10,n,
NC_009648.1,2902928,-,32,35,tex_hcd_kf_09,y,
NC_009648.1,2902928,-,49,56,tex_hcd_kf_10,,
NC_009648.1,2902928,-,75,84,tex_lcd_kf_01,,
NC_009648.1,2902928,-,55,65,tex_lcd_kf_02,,
NC_009648.1,2903534,-,15,37,tex_lcd_kf_01,n,
NC_009648.1,2903603,-,13,49,tex_lcd_kf_02,n,
NC_009648.1,2903635,-,17,19,tex_hcd_kf_10,y,internal
NC_009648.1,2903635,-,20,36,tex_lcd_kf_01,,
NC_009648.1,2903635,-,26,30,tex_lcd_kf_02,,
NC_009648.1,2904309,-,13,24,tex_hcd_kf_09,n,
NC_009648.1,2905216,-,11,23,tex_lcd_kf_02,n,
NC_009648.1,2905498,-,16,39,tex_lcd_kf_01,n,
NC_009648.1,2905694,-,161,163,tex_hcd_kf_09,y,
NC_009648.1,2905694,-,169,169,tex_hcd_kf_10,,
NC_009648.1,2905694,-,547,548,tex_lcd_kf_01,,
NC_009648.1,2905694,-,589,591,tex_lcd_kf_02,,
NC_009648.1,2905777,+,116,117,tex_hcd_kf_09,y,
NC_009648.1,2905777,+,125,126,tex_hcd_kf_10,,
NC_009648.1,2905777,+,206,206,tex_lcd_kf_01,,
NC_009648.1,2905777,+,177,177,tex_lcd_kf_02,,
NC_009648.1,2906422,-,23,23,tex_hcd_kf_09,y,as
NC_009648.1,2906422,-,26,26,tex_hcd_kf_10,,
NC_009648.1,2906422,-,26,27,tex_lcd_kf_01,,
NC_009648.1,2906422,-,30,31,tex_lcd_kf_02,,
NC_009648.1,2906759,+,119,119,tex_hcd_kf_09,y,
NC_009648.1,2906759,+,209,209,tex_hcd_kf_10,,
NC_009648.1,2906759,+,497,498,tex_lcd_kf_01,,
NC_009648.1,2906759,+,486,486,tex_lcd_kf_02,,
NC_009648.1,2906768,+,28,147,tex_hcd_kf_09,n,
NC_009648.1,2906768,+,25,234,tex_hcd_kf_10,n,
NC_009648.1,2906768,+,59,557,tex_lcd_kf_01,n,
NC_009648.1,2906856,+,21,32,tex_hcd_kf_10,n,
NC_009648.1,2906856,+,12,18,tex_lcd_kf_01,n,
NC_009648.1,2906856,+,14,20,tex_lcd_kf_02,n,
NC_009648.1,2908226,+,12,24,tex_lcd_kf_01,n,
NC_009648.1,2908546,+,11,16,tex_hcd_kf_09,n,
NC_009648.1,2908978,+,11,25,tex_hcd_kf_10,n,
NC_009648.1,2909024,+,35,61,tex_hcd_kf_10,n,
NC_009648.1,2909026,+,31,57,tex_hcd_kf_09,y,
NC_009648.1,2909026,+,31,62,tex_lcd_kf_01,,
NC_009648.1,2909026,+,38,56,tex_lcd_kf_02,,
NC_009648.1,2909052,+,8,81,tex_lcd_kf_01,n,
NC_009648.1,2909076,+,21,77,tex_hcd_kf_09,n,
NC_009648.1,2909076,+,29,99,tex_hcd_kf_10,n,
NC_009648.1,2909076,+,32,119,tex_lcd_kf_01,n,
NC_009648.1,2909076,+,32,113,tex_lcd_kf_02,n,
NC_009648.1,2909168,+,15,29,tex_hcd_kf_09,m,
NC_009648.1,2909168,+,26,36,tex_hcd_kf_10,,
NC_009648.1,2909505,+,11,28,tex_lcd_kf_01,n,
NC_009648.1,2909539,+,14,40,tex_hcd_kf_10,n,
NC_009648.1,2910184,+,15,24,tex_lcd_kf_01,n,
NC_009648.1,2911339,-,10,11,tex_hcd_kf_09,m,
NC_009648.1,2911339,-,10,12,tex_lcd_kf_01,,
NC_009648.1,2913613,-,72,72,tex_lcd_kf_01,y,
NC_009648.1,2913613,-,154,154,tex_lcd_kf_02,,
NC_009648.1,2917537,-,16,16,tex_hcd_kf_09,n,
NC_009648.1,2917537,-,16,16,tex_hcd_kf_10,,
NC_009648.1,2923453,-,88,89,tex_hcd_kf_09,y,
NC_009648.1,2923453,-,78,78,tex_hcd_kf_10,,
NC_009648.1,2923453,-,107,108,tex_lcd_kf_01,,
NC_009648.1,2923453,-,100,101,tex_lcd_kf_02,,
NC_009648.1,2923794,-,10,16,tex_hcd_kf_09,n,
NC_009648.1,2924122,-,178,178,tex_hcd_kf_09,y,
NC_009648.1,2924122,-,206,206,tex_hcd_kf_10,,
NC_009648.1,2924122,-,432,433,tex_lcd_kf_01,,
NC_009648.1,2924122,-,421,421,tex_lcd_kf_02,,
NC_009648.1,2924280,+,11,11,tex_hcd_kf_09,n,
NC_009648.1,2924280,+,10,10,tex_hcd_kf_10,,
NC_009648.1,2924688,-,99,99,tex_hcd_kf_09,y,internal
NC_009648.1,2924688,-,135,135,tex_hcd_kf_10,,
NC_009648.1,2924688,-,83,83,tex_lcd_kf_01,,
NC_009648.1,2924688,-,92,92,tex_lcd_kf_02,,
NC_009648.1,2925406,+,18,18,tex_hcd_kf_10,y,
NC_009648.1,2927654,-,16,16,tex_hcd_kf_10,y,
NC_009648.1,2927654,-,14,15,tex_hcd_kf_09,,
NC_009648.1,2927654,-,21,21,tex_lcd_kf_01,,
NC_009648.1,2927654,-,25,25,tex_lcd_kf_02,,
NC_009648.1,2929669,+,15,15,tex_hcd_kf_10,n,
NC_009648.1,2931577,-,12,13,tex_hcd_kf_09,y,
NC_009648.1,2932948,-,60,60,tex_hcd_kf_09,y,
NC_009648.1,2932948,-,93,95,tex_hcd_kf_10,,
NC_009648.1,2932948,-,56,57,tex_lcd_kf_01,,
NC_009648.1,2932948,-,50,50,tex_lcd_kf_02,,
NC_009648.1,2933551,+,32,32,tex_hcd_kf_09,y,
NC_009648.1,2933551,+,40,40,tex_hcd_kf_10,,
NC_009648.1,2933551,+,25,25,tex_lcd_kf_01,,
NC_009648.1,2933551,+,42,42,tex_lcd_kf_02,,
NC_009648.1,2933625,-,101,102,tex_hcd_kf_09,y,
NC_009648.1,2933625,-,91,94,tex_hcd_kf_10,,
NC_009648.1,2933625,-,84,84,tex_lcd_kf_01,,
NC_009648.1,2933625,-,61,61,tex_lcd_kf_02,,
NC_009648.1,2938232,-,43,56,tex_hcd_kf_09,y,internal
NC_009648.1,2938232,-,39,46,tex_hcd_kf_10,,
NC_009648.1,2938365,+,22,22,tex_hcd_kf_10,y,as
NC_009648.1,2938365,+,50,50,tex_lcd_kf_01,,
NC_009648.1,2938365,+,64,64,tex_lcd_kf_02,,
NC_009648.1,2938550,-,22,28,tex_hcd_kf_09,y,internal
NC_009648.1,2938550,-,15,21,tex_hcd_kf_10,,
NC_009648.1,2938550,-,13,18,tex_lcd_kf_02,,
NC_009648.1,2940087,-,15,22,tex_hcd_kf_09,n,
NC_009648.1,2941543,-,20,27,tex_hcd_kf_09,y,internal
